idd,classid,level,line,eline,priority,kind1,kind2,manalimit,manamin,カード名,content,evolve,bold1,bold2,bold3,bold4,文字カウント,進化文字,f1,f2,マイナスライン,マイナスE,手加えました
664,7,1,2,0,,ファンファーレ,突進付与,11,0,警察神官・パイン,ファンファーレ 自分の他のフォロワー1体は突進 を持つ。そのフォロワーに1ダメージ。,,ファンファーレ,突進,,,42,0,,,,,
665,7,1,2,0,1,結晶,か,11,0,ジャッジメントスピアマスター,結晶 2；カウントダウン 3 ラストワード　@user_name1体を出す。,,結晶,カウントダウン,ラストワード,@user_name,38,0,,,,,■
666,7,1,2,0,,結晶,か,11,2,エクセスプリースト,結晶 2；カウントダウン 1　ラストワード ランダムな相手のフォロワー1体を消滅 させる。,,結晶,カウントダウン,ラストワード,,45,0,,,,,
667,7,1,2,0,,結晶,か,3,0,聖波動のスフィンクス,結晶 3；カウントダウン 2　ラストワード ツタンカーメン1体を出す。,,結晶,カウントダウン,ラストワード,ツタンカーメン,35,0,,,,,
668,7,1,1,1,,攻撃されない,攻撃不能,11,0,狂信の偶像,このフォロワーは攻撃できず、攻撃されない。,このフォロワーは攻撃できず、攻撃されない。,,,,,21,21,,,,,
669,7,1,2,2,2,自分のターン終了時,か,11,0,楽園の聖獣,自分のターン終了時、@user_name1枚をデッキに加える。,自分のターン終了時、@user_name1枚をデッキに加える。,,,,@user_name,31,31,●,●,,,
670,7,1,2,2,,自分のターン終了時,か,11,0,デスティニーウィングナイト,自分のターン終了時、自分の場にアミュレットが2つ以上あるなら、+1/+1する。,自分のターン終了時、自分の場にアミュレットが2つ以上あるなら、+1/+1する。,,,,,39,39,,,,,
671,7,1,2,0,,場に出たとき,か,11,0,ペガサスデュラハン,このフォロワーが場に出たとき、自分の他のフォロワーすべてを2回復。,,,,,,33,0,●,,0,,
672,7,1,0,3,,進化時,か,11,0,楽園の聖獣,,進化時 このバトル中、自分のリーダーは「自分のターン終了時、コスト1以下の自分のフォロワーすべてを+1/+0する」を持つ。リーダーはこの能力を重複して持たない。,進化時,,,,0,80,,,,,
673,7,1,0,1,,進化時,か,11,0,煌翼の戦士・リノ,,進化時 相手のリーダーに1ダメージ。,進化時,,,,0,18,,,,,
674,7,1,0,1,,進化時,か,11,0,レディアントシャーマン,,進化時 自分のリーダーか自分のフォロワー1体を4回復。,進化時,,,,0,27,,,,,
675,7,1,0,1,,進化時,か,11,0,希望の女王・リテュエル,,進化時 自分のリーダーと自分のフォロワーすべてを2回復。,進化時,,,,0,28,,,,,
676,7,1,0,1,,進化時,か,11,0,残忍な修道女,,進化時 自分のアミュレット1つのカウントダウンを2進める。,進化時,カウントダウン,,,0,29,,,,,
677,7,1,0,1,,進化時,か,11,0,聖弓の使い手・クルト,,進化時 自分のリーダーを2回復。,進化時,,,,0,16,,,,,
678,7,1,0,1,,進化時,潜伏,11,0,調和の聖女・レリア,,進化時 相手のターン終了まで、潜伏 を持つ。,進化時,潜伏,,,0,22,,,,,
679,7,1,1,1,,能力で選択できない,か,11,0,希望の守護者・ソニア,相手の能力で選択できない。,相手の能力で選択できない。,,,,,13,13,,,,,
680,7,2,0,1,,2以上のダメージは1,か,11,0,安息の絶傑・マーウィン,,このフォロワーへの4以上のダメージは3になる。,,,,,0,23,,,,,
681,7,2,1,1,,アミュレットが出るたび,か,11,0,フェザーフォルクパニッシャー,自分の場にアミュレットが出るたび､相手のリーダーに1ダメージ。,自分の場にアミュレットが出るたび､相手のリーダーに1ダメージ。,,,,,31,31,●,●,1,1,
682,7,2,1,1,,ターン終了時,か,11,0,内気なアルミラージ,自分のターン終了時、このフォロワーを2回復。,自分のターン終了時、このフォロワーを2回復。,,,,,22,22,,,,,
683,7,2,2,0,,ファンファーレ,か,11,0,赤枝の聖騎士・ノイシュ,ファンファーレ 次の自分のターン開始時まで、自分のリーダーへの4以上のダメージは3になる。,,ファンファーレ,,,,45,0,,,,,
684,7,2,1,0,,ファンファーレ,か,11,0,ラビットヒーラー,ファンファーレ 自分のリーダーか自分のフォロワー1体を2回復。,,ファンファーレ,,,,31,0,●,,1,,
685,7,2,2,0,,ファンファーレ,か,11,0,ミストシャーマン,ファンファーレ 自分の他のフォロワー1体は、「相手の能力で選択できない」を持つ。,,ファンファーレ,,,,40,0,,,,,
686,7,2,1,0,,ファンファーレ,か,11,0,加護の修道女,ファンファーレ 自分の他のフォロワー1体を+0/+2する。,,ファンファーレ,,,,29,0,,,,,
687,7,2,2,0,,ファンファーレ,か,11,0,異端の修道女・メルコット,ファンファーレ ニュートラル・フォロワーをランダムに1枚、自分のデッキから手札に加える。,,ファンファーレ,,,,44,0,,,,,
688,7,2,2,0,,ファンファーレ,か,11,0,怒れる天界の忠犬,ファンファーレ 自分の場に進化後フォロワーがいるなら、+2/+0する。,,ファンファーレ,,,,35,0,,,,,
689,7,2,2,0,,ファンファーレ,か,11,0,アイギーナ,ファンファーレ 自分のリーダーは「受けるダメージを-3する」を持つ。この能力は、このフォロワーが場を離れるとき失われる。,,ファンファーレ,,,,60,0,●,,1,,
690,7,2,2,0,,ファンファーレ,か,11,0,見習いシスター,ファンファーレ 自分のアミュレット1つのカウントダウンを1進める。,,ファンファーレ,,,,33,0,●,,0,,
691,7,2,2,0,,ファンファーレ,か,11,0,パニッシュシスター,ファンファーレ 攻撃力か体力が能力で+されている相手のフォロワー1体に2ダメージ。,,ファンファーレ,,,,41,0,,,,,
692,7,2,1,0,,ファンファーレ,か,11,0,アサルトプリースト,ファンファーレ カードを1枚引く。,,ファンファーレ,,,,17,0,,,,,
693,7,2,2,0,,ファンファーレ,疾走,11,0,エンジェルラット,ファンファーレ 自分の場にアミュレットが2つ以上あるなら、疾走 を持つ。,,ファンファーレ,疾走,,,36,0,,,,,
694,7,2,2,0,,ファンファーレ,守護,11,0,天界の忠犬,ファンファーレ 自分の場に進化後フォロワーがいるなら、+0/+2して、守護 を持つ。,,ファンファーレ,守護,,,42,0,,,,,
695,7,2,1,0,,ファンファーレ,守護付与,11,0,シスター,ファンファーレ 自分の他のフォロワー1体は守護 を持つ。,,ファンファーレ,守護,,,28,0,,,,,
696,7,2,1,1,,リーダーが回復するたび,か,11,0,聖なる弓使い・クルト,自分のリーダーが回復するたび、相手のリーダーに2ダメージ。,自分のリーダーが回復するたび、相手のリーダーに2ダメージ。,,,,,29,29,,,,,
697,7,2,1,1,,交戦時,か,11,0,煌翼の戦士・リノ,交戦時 相手のリーダーに1ダメージ。,交戦時 相手のリーダーに1ダメージ。,交戦時,,,,18,18,,,,,
698,7,2,1,1,,攻撃時,か,11,0,神殿の狂鬼,攻撃時 +0/+1する。,攻撃時 +0/+1する。,攻撃時,,,,12,12,,,,,
699,7,2,2,2,,自分のターン終了時,か,11,0,安息の信者,自分のターン終了時、このフォロワーが攻撃していない状態なら、相手のリーダーに1ダメージ。,自分のターン終了時、このフォロワーが攻撃していない状態なら、相手のリーダーに1ダメージ。,,,,,44,44,,,,,
700,7,2,2,0,,自分のターン終了時,か,11,0,セクメト,自分のターン終了時、他のフォロワーすべてに1ダメージ。相手のターン終了時、他のフォロワーすべてを+0/+1する。,,,,,,56,0,,,,,
701,7,2,0,2,,自分のターン終了時,か,11,0,セクメト,,自分のターン終了時、他のフォロワーすべてに2ダメージ。相手のターン終了時、他のフォロワーすべてを+0/+2する。,,,,,0,56,,,,,
702,7,2,3,3,,自分の他のフォロワーが進化したとき,か,11,0,白きレインディア,自分のターン中、自分の他のフォロワーが進化したとき、ターン終了まで、そのフォロワーは「受けるダメージは0になる」を持つ。,自分のターン中、自分の他のフォロワーが進化したとき、ターン終了まで、そのフォロワーは「受けるダメージは0になる」を持つ。,,,,,60,60,●,●,0,0,
703,7,2,0,2,,進化時,か,11,0,天罰の神父,,進化時 相手のフォロワー1体か、相手のアミュレット1つを破壊する。,進化時,,,,0,33,,●,,0,
704,7,2,0,2,,進化時,か,11,0,アンドロメダ,,進化時 ターン終了まで、自分の他のフォロワーへのダメージは0になる。,進化時,,,,0,34,,,,,
705,7,2,0,1,,進化時,か,11,0,鉄槌の僧侶,,進化時 体力3以下の相手のフォロワー1体を消滅させる。,進化時,,,,0,27,,,,,
706,7,2,1,1,,相手のターン終了時,か,11,0,調和の聖女・レリア,相手のターン終了時、お互いのフォロワーすべてを破壊する。,相手のターン終了時、お互いのフォロワーすべてを破壊する。,,,,,28,28,,,,,
707,7,2,2,2,,他のカードの能力を受けない,か,11,0,ヘヴンリーイージス,このフォロワーは、他のカードの能力（攻撃力/体力への能力は除く）を受けない。,このフォロワーは、他のカードの能力（攻撃力/体力への能力は除く）を受けない。,,,,,38,38,,,,,
708,7,2,2,2,,能力が働くたび,か,11,0,希望の女王・リテュエル,「自分のリーダーか自分のフォロワー（または両方）を回復させる」能力が働くたび、カードを1枚引く。,「自分のリーダーか自分のフォロワー（または両方）を回復させる」能力が働くたび、カードを1枚引く。,,,,,48,48,,,,,
709,7,2,1,1,,能力で選択できない,か,11,0,マイニュ,相手の能力で選択できない。,相手の能力で選択できない。,,,,,13,13,,,,,
710,7,2,1,1,,必殺,か,11,0,デスサイズシスター,相手のターン中、必殺 を持つ。,相手のターン中、必殺 を持つ。,,,,,15,15,,,,,
711,7,3,1,1,,2以下のダメージは1,か,11,0,神殿の狂鬼,このフォロワーへの2以下のダメージは0になる。,このフォロワーへの2以下のダメージは0になる。,,,,,23,23,,,,,
712,7,3,0,1,,2回攻撃,か,11,0,神殿の狂鬼,,このフォロワーは、1ターンに2回攻撃できる。,,,,,0,22,,,,,
713,7,3,1,1,,アミュレットが出るたび,か,11,0,ホーリーメイジ,自分の場にアミュレットが出るたび+1/+1する。,自分の場にアミュレットが出るたび+1/+1する。,,,,,24,24,,,,,
714,7,3,2,2,,アミュレットが破壊されるたび,か,11,0,烈風の翼神・ガルラ,自分のアミュレットが破壊されるたびに、相手のリーダーに3ダメージ。,自分のアミュレットが破壊されるたびに、相手のリーダーに3ダメージ。,,,,,33,33,●,●,0,0,
715,7,3,2,0,2,ファンファーレ,エンハンス,7,0,希望導く聖乙女・ジャンヌ,ファンファーレ エンハンス 7； 相手のフォロワーすべてに3ダメージ。自分の他のフォロワーすべてを3回復。,,ファンファーレ,,,,53,0,,,,,
716,7,3,2,0,,ファンファーレ,か,11,0,プリズムプリースト,ファンファーレ カウントダウンを持つアミュレットをランダムに1枚、自分のデッキから手札に加える。,,ファンファーレ,カウントダウン,,,48,0,,,,,
717,7,3,5,0,,ファンファーレ,か,11,0,安息の絶傑・マーウィン,ファンファーレ 相手のPP最大値を+1する。相手のアミュレットすべてのカウントダウン を1進める。相手のリーダーを1回復。相手はカードを1枚引く。自分のPP最大値を+1する。自分のアミュレットすべてのカウントダウン を1進める。自分のリーダーを1回復。自分はカードを1枚引く。,,ファンファーレ,カウントダウン,,,138,0,,,,,
718,7,3,1,0,,ファンファーレ,か,11,0,ヘヴンリーナイト,ファンファーレ 自分の場にアミュレットがあるなら､疾走を持つ。,,ファンファーレ,疾走,,,31,0,●,,1,,
719,7,3,1,0,,ファンファーレ,突進付与,11,0,,ファンファーレ 自分の他のフォロワー1体は突進 を持つ。,,ファンファーレ,突進,,,28,0,,,,,
720,7,3,2,2,,自分のターン終了時,か,11,0,安息の従者,自分のターン終了時、このフォロワーが攻撃していない状態なら、自分のリーダーと自分のフォロワーすべてを1回復。,自分のターン終了時、このフォロワーが攻撃していない状態なら、自分のリーダーと自分のフォロワーすべてを1回復。,,,,,54,54,,,,,
721,7,3,2,2,,自分のターン終了時,か,11,0,マスターレディセージ,自分のターン終了時、自分のアミュレットすべてのカウントダウンを1進める。,自分のターン終了時、自分のアミュレットすべてのカウントダウンを1進める。,カウントダウン,,,,36,36,,,,,
722,7,3,2,1,,進化する,攻撃不能,11,0,信仰の天使像,このフォロワーは攻撃不能。自分のターン中、自分のアミュレットが破壊されたとき、進化する。,（攻撃可能）,,,,,44,6,,,,,
723,7,3,0,1,,進化時,か,11,0,スレッジエクソシスト,,進化時 相手のフォロワー1体を破壊する。,進化時,,,,0,20,,,,,
724,7,3,0,1,,進化時,か,11,0,アサルトプリースト,,進化時 攻撃済み状態の相手のフォロワー1体を破壊する。,進化時,,,,0,27,,,,,
725,7,3,0,2,,進化時,か,11,0,,,進化時 攻撃力最大の相手のフォロワーを破壊する（攻撃力最大のフォロワーが複数いるなら、それらすべてを破壊する）。,進化時,,,,0,56,,,,,
726,7,3,1,1,,相手のターン中,か,11,0,教会の護り手,相手のターン中、このフォロワーへのダメージを-1する。,相手のターン中、このフォロワーへのダメージを-1する。,,,,,27,27,,,,,
727,7,4,1,1,,2以下のダメージは1,か,11,0,煌角の戦士・サリッサ,このフォロワーへの4以上のダメージは3になる。,このフォロワーへの4以上のダメージは3になる。,,,,,23,23,,,,,
728,7,4,3,0,2,ファンファーレ,エンハンス,5,0,希望の守護者・ソニア,ファンファーレ エンハンス 7； +3/+3して、「カードの能力によって破壊されない」を持つ。（攻撃によるダメージや、能力によるダメージでは破壊される）,,ファンファーレ,エンハンス,,,76,0,,,,,
729,7,4,2,0,,ファンファーレ,か,11,0,星追いの精霊,ファンファーレ 「自分の場のアミュレットの数」と同じだけカードを引く。,,ファンファーレ,,,,35,0,,,,,
730,7,4,2,0,,ファンファーレ,か,11,0,リュカオン,ファンファーレ 自分の手札のアミュレットが2枚以上なら、相手のリーダーか相手のフォロワー1体に2ダメージ。,,ファンファーレ,,,,53,0,,,,,
731,7,4,4,0,,ファンファーレ,か,11,0,黄金都市の墓守・ソニア,ファンファーレ 自分の場に他のフォロワーがいないなら、+1/+0して、このフォロワーへの「フォロワー、スペル、アミュレットの能力によるダメージ」は0になる。（「攻撃によるダメージ」はそのまま）,,ファンファーレ,,,,96,0,,,,,
732,7,4,2,0,,ファンファーレ,か,11,0,シュラインナイトメイデン,ファンファーレ 自分のフォロワーすべては、「相手の能力で選択できない」を持つ。,,ファンファーレ,,,,39,0,,,,,
733,7,4,3,0,,ファンファーレ,か,11,0,,ファンファーレ 攻撃力最小の自分の他のフォロワーを+1/+2する（攻撃力最小のフォロワーが複数いるなら、それらすべてを+1/+2する）。,,ファンファーレ,,,,68,0,,,,,
734,7,4,3,3,2,ラストワード,か,11,0,ペガサスデュラハン,ラストワード ランダムな自分のカウントダウンを持つアミュレット1つは「ラストワード @user_name1体を出す」を持つ。,ラストワード ランダムな自分のカウントダウンを持つアミュレット1つは「ラストワード @user_name1体を出す」を持つ。,ラストワード,カウントダウン,,@user_name,62,62,●,●,0,0,
735,7,4,2,2,,回復するたび,か,11,0,聖弓の使い手・クルト,自分のリーダーが回復するたび、相手のフォロワーすべてに1ダメージ。,自分のリーダーが回復するたび、相手のフォロワーすべてに2ダメージ。,,,,,33,33,●,●,0,0,
736,7,4,3,3,,攻撃力の値ではなく体力の値,か,11,0,アークビショップ・レリア,このフォロワーが場にいる限り、自分のフォロワーが攻撃したときか攻撃されたとき、自分のフォロワーは攻撃力の値ではなく体力の値と同じダメージを与える。,このフォロワーが場にいる限り、自分のフォロワーが攻撃したときか攻撃されたとき、自分のフォロワーは攻撃力の値ではなく体力の値と同じダメージを与える。,,,,,73,73,,,,,
737,7,4,0,3,,自分のターン終了時,か,11,0,安息の使徒,,自分のターン終了時、このフォロワーが攻撃していない状態なら、攻撃力最大の相手のフォロワー1体を破壊する（攻撃力最大のフォロワーが複数いるなら、その中からランダムに1体）。,,,,,0,85,,,,,
738,7,4,1,1,,自分のターン終了時,か,11,0,狂信の偶像,自分のターン開始時、進化する。,自分のターン終了時、自分のアミュレットすべてを破壊する。,,,,,15,28,,,,,
739,7,4,1,1,,自分のターン終了時,か,11,0,ムーンアルミラージ,自分のターン終了時、このフォロワーの体力を上限まで回復。,自分のターン終了時、このフォロワーの体力を上限まで回復。,,,,,28,28,,,,,
740,7,4,1,1,,自分のフォロワーが攻撃するとき,か,11,0,天狐,自分のフォロワーが攻撃するとき、自分のリーダーを1回復。,自分のフォロワーが攻撃するとき、自分のリーダーを1回復。,,,,,28,28,,,,,
741,7,4,0,2,,場に出す,か,11,0,星跡の巡礼者・ソフィア,,このターン中に破壊された、ランダムな自分のフォロワーと同名のフォロワー1体を場に出す。,,,,,0,43,,,,,
742,7,4,2,0,,進化する,か,11,0,フラワーフェザーフォルク,自分のターン中、自分のアミュレットが破壊されたとき、進化する。,,,,,,31,0,●,,0,,
743,7,4,0,1,,進化時,か,11,0,清純なる祈り・エイラ,,進化時 エイラの祈祷1枚を出す。,進化時,エイラの祈祷,,,0,16,,,,,
744,7,4,1,1,,相手のターン中,か,11,0,クレリックランサー,相手のターン中、+4/+0する。,相手のターン中、+4/+0する。,,,,,16,16,,,,,
745,7,5,2,0,,アミュレットが破壊されるたび,か,11,0,報復の白き刃・アニエス,自分のアミュレットが破壊されるたび、自分の手札のこのカードのコストを-1する。,,,,,,39,0,,,,,
746,7,5,1,0,,ファンファーレ,か,11,0,レディアンスエンジェル,ファンファーレ 自分のリーダーを3回復。カードを1枚引く。,,ファンファーレ,,,,29,0,,,,,
747,7,5,2,0,,ファンファーレ,か,11,0,烈風の翼神・ガルラ,ファンファーレ 自分のアミュレットすべてのカウントダウンを3進める。,,ファンファーレ,カウントダウン,,,34,0,,,,,
748,7,5,1,1,,ラストワード,か,11,0,エクセスプリースト,ラストワード ランダムな相手のフォロワー1体を消滅 させる。,ラストワード ランダムな相手のフォロワー1体を消滅 させる。,ラストワード,,,,30,30,●,●,1,1,
749,7,5,2,2,,攻撃時,か,11,0,ジャッジメントスピアマスター,攻撃時 自分の残りEPが相手より多いなら、ターン終了まで、このフォロワーへのダメージは0になる。,攻撃時 自分の残りEPが相手より多いなら、ターン終了まで、このフォロワーへのダメージは0になる。,攻撃時,,,,48,48,,,,,
750,7,5,2,0,,突進,必殺,11,0,ハティ,ファンファーレ 相手の場に進化後フォロワーがいるなら、突進 と必殺 を持つ。,,ファンファーレ,突進,必殺,,38,0,,,,,
751,7,6,2,0,,コストを-1,か,11,0,イーグルマン,自分の場にニュートラル・フォロワーが出るたび、このカードのコストを-1する。,,,,,,38,0,,,,,
752,7,6,2,0,,ファンファーレ,か,11,0,天空の守護者・ガルラ,ファンファーレ 自分のアミュレット1つのカウントダウンを3進める。相手のリーダーに3ダメージ。,,ファンファーレ,カウントダウン,,,47,0,,,,,
753,7,6,2,0,,ファンファーレ,か,11,0,ダークジャンヌ,ファンファーレ 他のフォロワーすべてに2ダメージ。他のフォロワーすべてを+2/+0する。,,ファンファーレ,,,,44,0,,,,,
754,7,6,2,0,,ファンファーレ,か,11,0,苦罰の審判者,ファンファーレ 体力3以下の相手のフォロワー1体を消滅させる。カードを1枚引く。,,ファンファーレ,,,,40,0,,,,,
755,7,6,3,0,,ファンファーレ,か,11,0,スタープリーステス,ファンファーレ 自分の他のフォロワー1体か自分のカウントダウンを持つアミュレット1つを破壊して、それと同名のカードを場に出す。,,ファンファーレ,カウントダウン,,,63,0,,,,,
756,7,6,2,0,,ファンファーレ,か,11,0,ヴァルハラジェネラル,ファンファーレ 自分の他のフォロワー1体を+3/+3する。そのフォロワーは突進 を持つ。,,ファンファーレ,突進,,,44,0,,,,,
757,7,6,3,0,,ファンファーレ,か,11,0,,ファンファーレ このバトル中、自分のリーダーは「自分のターン終了時、自分のリーダーと自分のフォロワーすべてを1回復」を持つ。リーダーはこの能力を重複して持たない。,,ファンファーレ,,,,81,0,,,,,
758,7,6,3,0,,ファンファーレ,か,11,0,神の盾・ブローディア,ファンファーレ このバトル中、自分のリーダーは「自分の場にアミュレットがあるなら、自分のリーダーへの5以上のダメージは4になる」を持つ。リーダーはこの能力を重複して持たない。,,ファンファーレ,,,,87,0,,,,,
759,7,6,1,0,,ファンファーレ,か,11,0,スカルフェイン,ファンファーレ 自分のアミュレットすべてを破壊する。,,ファンファーレ,,,,26,0,,,,,
760,7,6,2,2,,ラストワード,か,11,0,ツタンカーメン,ラストワード 破壊される直前の体力が2以上だったなら、@user_name1体を出し、体力を1にする。,ラストワード 破壊される直前の体力が2以上だったなら、@user_name1体を出し、体力を1にする。,ラストワード,,,@user_name,51,51,,,,,
761,7,6,2,2,,自分のターン終了時,か,11,0,安息の狂信者,自分のターン終了時、このフォロワーが攻撃していない状態なら、相手の体力2以下のフォロワーすべてを破壊する。,自分のターン終了時、このフォロワーが攻撃していない状態なら、相手の体力2以下のフォロワーすべてを破壊する。,,,,,53,53,,,,,
762,7,7,3,0,,ファンファーレ,か,11,0,白翼の守護神・アイテール,ファンファーレ 「自分のPP最大値」より低いコストでコスト最大のビショップ・フォロワー（@user_nameを除く）をランダムに1枚、自分のデッキから場に出す。,,ファンファーレ,,,@user_name,80,0,,,,,
763,7,7,2,0,,ファンファーレ,か,11,0,ジャンヌダルク,ファンファーレ 相手のフォロワーすべてに2ダメージ。自分の他のフォロワーすべてを+0/+2する。,,ファンファーレ,,,,48,0,,,,,
764,7,7,2,0,,ファンファーレ,か,11,0,黄金郷の獅子,ファンファーレ 手札のコスト5以下のアミュレット1枚を場に出し、それを破壊する。,,ファンファーレ,,,,40,0,,,,,
765,7,7,3,3,,ラストワード,か,11,0,邪教の権化,ラストワード このバトル中、自分のリーダーは「自分がカウントダウンを持つアミュレットをプレイするたび、そのアミュレットを破壊する」を持つ。,ラストワード このバトル中、自分のリーダーは「自分がカウントダウンを持つアミュレットをプレイするたび、そのアミュレットを破壊する」を持つ。,ラストワード,カウントダウン,,,69,69,,,,,
766,7,7,3,3,,攻撃時,か,11,0,攻撃時,攻撃時 フォロワーへ攻撃したなら（ダメージを与え合う前に）、そのフォロワーに「このフォロワーの攻撃力の値」と同じダメージ。,攻撃時 フォロワーへ攻撃したなら（ダメージを与え合う前に）、そのフォロワーに「このフォロワーの攻撃力の値」と同じダメージ。,攻撃時,,,,61,61,●,●,0,0,
767,7,8,2,0,,ファンファーレ,か,11,0,粛清の輝き,ファンファーレ 体力5、体力4、体力3、体力2、体力1のランダムな相手のフォロワー1体ずつを消滅させる。,,ファンファーレ,,,,52,0,,,,,
768,7,8,1,0,,ファンファーレ,か,11,0,聖波動のスフィンクス,ファンファーレ ツタンカーメン1体を出す。それは潜伏 を持つ。,,ファンファーレ,ツタンカーメン,潜伏,,31,0,●,,1,,
769,7,8,2,2,,相手のフォロワーが攻撃するとき,か,11,0,光輝ドラゴン,相手のターンに、相手のフォロワーが攻撃するとき、そのフォロワーを-2/-0する。,相手のターンに、相手のフォロワーが攻撃するとき、そのフォロワーを-2/-0する。,,,,,40,40,,,,,
770,7,9,1,1,,ダメージは0,か,11,0,ヘヴンリーイージス,このフォロワーへのダメージは0になる。,このフォロワーへのダメージは0になる。,,,,,19,19,,,,,
771,7,9,4,0,,ファンファーレ,か,11,0,壊れたる神・チェキババ,ファンファーレ それぞれ名前の異なる「カウントダウン を持つアミュレット」をランダムに1枚ずつ、自分のデッキから場が上限枚数になるまで出す。この能力で出たアミュレットすべてを破壊する。,,ファンファーレ,カウントダウン,,,92,0,,,,,
772,8,1,1,0,1,アクセラレート,か,11,2,レゾナンスハート・ツヴァイ,アクセラレート 2；操り人形2体を出す。,,アクセラレート,操り人形,,,20,0,,,,,
773,8,1,5,0,1,アクセラレート,か,11,3,奮励の儁秀・シルヴァ,アクセラレート 3；手札のもとのコスト3以下のフォロワー1体を場に出す。それは突進を持つ。このバトル中、自分のリーダーは「自分のターンごとに1回、自分のフォロワーが攻撃するとき、相手のリーダーに1ダメージ」を持つ。(この能力が複数働いた場合、リーダーは同じ能力を複数持つ),,アクセラレート,突進,,,136,0,,,,,
774,8,1,3,0,1,アクセラレート,か,11,5,マーキュリーイージス・シオン,アクセラレート 5； 自分の「アーティファクト・フォロワーでないフォロワー」すべてを+1/+1する。自分のアーティファクト・フォロワーすべてを+2/+2する。,,アクセラレート,,,,79,0,,,,,
775,8,1,3,0,1,アクセラレート,か,11,3,断罪者・シルヴィア,アクセラレート 3； 相手のフォロワー1体に3ダメージ。その後、進化可能なターンで、自分のEPが残っているなら、自分のEPを1消費して、相手のフォロワーすべてに3ダメージ。,,アクセラレート,,,,86,0,,,,,
776,8,1,2,0,1,アクセラレート,か,11,0,世界の扉・ティル,アクセラレート 2； 体力2以下の相手フォロワー1体を消滅させる。防御型ゴーレム1枚と攻撃型ゴーレム1枚をデッキに加える。,,アクセラレート,防御型ゴーレム,攻撃型ゴーレム,,61,0,●,,1,,
777,8,1,2,0,2,エンハンス,ファンファーレ,4,0,熊人形の少女,ファンファーレ エンハンス 4； +1/+1する。操り人形1枚を手札に加える。,,エンハンス,ファンファーレ,操り人形,,39,0,,,,,
778,8,1,2,0,2,エンハンス,ファンファーレ,4,0,ドールエンジェル・ミーア,ファンファーレ エンハンス 7； +3/+3して、操り人形2枚を手札に加える。,,エンハンス,ファンファーレ,操り人形,,39,0,,,,,
779,8,1,2,0,2,エンハンス,ファンファーレ,4,0,ドールマイスター,ファンファーレ エンハンス 6；操り人形1枚を手札に加える。その操り人形は必殺 を持つ。,,エンハンス,ファンファーレ,操り人形,,44,0,,,,,
780,8,1,1,0,2,エンハンス,ファンファーレ,3,0,マリオネットボーイ,ファンファーレ エンハンス 5； 進化する。,,エンハンス,ファンファーレ,,,22,0,,,,,
781,8,1,1,0,2,エンハンス,ファンファーレ,5,0,エアリアルクラフト,ファンファーレ エンハンス 7；+1/+1して、疾走 を持つ。,,エンハンス,ファンファーレ,,,31,0,●,,1,,
782,8,1,3,0,2,エンハンス,ファンファーレ,9,0,造られし獣人・サフィラ,ファンファーレ エンハンス 10； 進化して、ターン終了まで、攻撃力を「このバトル中に破壊された自分のアーティファクト・カードの数」と同じにする。,,エンハンス,ファンファーレ,,,73,0,,,,,
783,8,1,2,0,,ファンファーレ,か,11,0,光明齎す発明家,ファンファーレ アーティファクト・カードをランダムに1枚、自分のデッキから手札に加える。,,ファンファーレ,,,,44,0,,,,,
784,8,1,1,0,,ファンファーレ,共鳴,11,0,機構翼の少女・ローザ,ファンファーレ 共鳴 状態なら、守護 を持つ。,,ファンファーレ,守護,共鳴,,23,0,,,,,
785,8,1,1,1,,攻撃されない,か,11,0,這いずるスライム,このフォロワーは攻撃されない。,このフォロワーは攻撃されない。,,,,,15,15,,,,,
786,8,1,0,2,,進化時,か,11,0,イカロス,,進化時 アーティファクト・カードをランダムに1枚、自分のデッキから手札に加える。,進化時,,,,0,40,,,,,
787,8,1,0,1,,進化時,か,11,0,歯車の廻し手・リヒト,,進化時 操り人形1枚を手札に加える。,進化時,操り人形,,,0,18,,,,,
788,8,1,0,2,,進化時,か,11,0,機構の弓兵,,進化時 自分の手札にアーティファクト・カードがあるならランダムに1枚捨て、相手のフォロワーすべてに2ダメージ。,進化時,,,,0,55,,,,,
789,8,1,0,2,,進化時,か,11,0,天翔のイカロス,,進化時 コスト1以下のアーティファクト・フォロワーをランダムに1枚、自分のデッキから場に出す。,進化時,,,,0,47,,,,,
790,8,1,0,2,,進化時,か,11,0,魔笛の奏者・ハーメルン,,進化時 自分の手札の元のコスト3以下のフォロワー1枚を選択して、それと同名のフォロワー1枚を手札に加える。,進化時,,,,0,53,,,,,
791,8,1,0,1,,操り人形1枚は必殺,か,11,0,ドールユーザー,,自分の手札のランダムな操り人形1枚は必殺 を持つ。,操り人形,,,,0,25,,,,,
792,8,1,0,1,,操り人形が出るたび,か,11,0,トイソルジャー,,自分の場に操り人形が出るたび、それを+1/+0する。,操り人形,,,,0,26,,,,,
793,8,1,1,1,,操り人形が出るたび,か,11,0,ドールロード・ヴィオラ,自分の場に操り人形が出るたび、それを+0/+2する。,自分の場に操り人形が出るたび、それを+0/+2する。,操り人形,,,,26,26,,,,,
794,8,1,3,0,1,直接召喚,か,11,0,機動鎧装,直接召喚 自分のターン終了時、このバトル中に破壊された自分のアーティファクト・カードが10枚以上なら、このカードを1枚、自分のデッキから場に出す。,,直接召喚,,,,73,0,,,,,
